cf,denominazione,url_trasparenza,categoria,raggiungibile,errore,disposizioni_generali,organizzazione,consulenti,personale,selezione_personale,bandi_contratti,sovvenzioni,bilanci,beni_immobili,controlli,pagamenti,accesso_civico,privacy,categorie_trovate,score
94071280211,FONDAZIONE TEATRO COMUNALE & AUDITORIUM,https://www.fondazioneteatro.bolzano.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
02412500817,G.A.L. GOLFO DI CASTELLAMMARE SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA,https://www.galgolfodicastellammare.eu/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01492290067,GESTIONE AMBIENTE S.P.A.,https://www.gestioneambiente.net/amministrazione-trasparente,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
02871360984,FONDAZIONE VALLE DELLE CARTIERE,https://www.valledellecartiere.it/amministrazione-trasparente/,controllo_pubblico,False,Exceeded maximum allowed redirects.,,,,,,,,,,,,,,0,0
01129830954,GAL ALTA MARMILLA E MARMILLA SOCIETA' CONSORTILE A R.L.          DENOMINAZIONE ABBREVIATA: GAL MARMILLA SOCIETA' CONSORTILE A R.L.,https://www.galmarmilla.it/amministrazione-trasparente/disposizioni-generali/atti-generali/riferimenti-normativi,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01153330509,GEOFOR S.P.A.,https://geofor.portaletrasparenza.net,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
02816060368,GEOVEST S.R.L.,https://www.geovest.it/geovest/societa-trasparente/,controllo_pubblico,True,,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,3,23.1
03546590104,GENOVA PARCHEGGI - SOCIETA' PER AZIONI,https://www.genovaparcheggi.com/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
97256730827,FONDAZIONE SANT' ELIA,https://www.fondazionesantelia.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO,SI,SI,11,84.6
03550730612,GESTIONE IMPIANTI E SERVIZI ECOLOGICI CASERTANI S.P.A.,https://gisecspa.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
01469190936,GESTIONE SERVIZI MOBILITA' S.P.A,https://www.gsm-pn.it/societa-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
01607380670,GIULIANOVA PATRIMONIO SRL,amministrazione trasparente,controllo_pubblico,False,unknown url type: '/amministrazione%20trasparente',,,,,,,,,,,,,,0,0
02091030227,GESTIONE ENTRATE LOCALI S.R.L.,https://www.gestelsrl.it/societa-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
01356080059,GESTIONE AMBIENTALE INTEGRATA DELL'ASTIGIANO S.P.A.              SIGLABILE: G.A.I.A. S.P.A.,https://www.gaia.at.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
04818540751,G.A.L. TERRA D'ARNEO SOCIETA' CONSORTILE A RESPONSABILITA'       LIMITATA,https://www.terradarneo.it/trasparenza/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,NO,SI,SI,11,84.6
01416160057,GESTIONE SERVIZI SOCIALI TERRITORIALI S.R.L. SIGLABILE GE.S.S.TER.SRL,https://www.gesster.com/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
02581140049,GAL MONGIOIE SOCIETA' CONSORTILE A R.L.,https://www.galmongioie.it/societa-trasparente/societa-trasparente.html,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
02483770802,GIOIA TAURO PORT SECURITY S.R.L.,https://www.gioiatauroportsecurity.it/wp-content/plugins/amministrazione-trasparente/includes/css/gutenberg-page-widget.css?ver=1758499848,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
04859651210,FONDAZIONE FILM COMMISSION REGIONE CAMPANIA,https://www.fcrc.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
02903940985,GANDOVERE DEPURAZIONE SRL,https://www.cogeme.net/gandovere-societa-trasparente/societa-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
08435750016,GRUPPO DI AZIONE LOCALE ESCARTONS E VALLI VALDESI SOCIETA'       CONSORTILE A RESPONSABILITA' LIMITATA,https://www.evv.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
04127910711,GRUPPO DI AZIONE LOCALE GARGANO AGENZIA DI SVILUPPO SOC. CONS. A.R.L.,https://www.galgargano.com/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,NO,NO,SI,SI,10,76.9
01753480068,GIAROLO LEADER S.R.L.,https://www.giarololeader.it/amministrazione-trasparente,controllo_pubblico,True,,NO,SI,NO,NO,NO,SI,NO,NO,SI,NO,NO,NO,SI,4,30.8
01790440885,IBLEA ACQUE SOCIETA' PER AZIONI IN HOUSE,portale amministrazione trasparente,controllo_pubblico,False,unknown url type: '/portale%20amministrazione%20trasparente',,,,,,,,,,,,,,0,0
02338840800,HERMES SERVIZI METROPOLITANI S.R.L.,https://hermesrc.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
01588020469,I CARE S.R.L.,https://www.icareviareggio.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,NO,SI,11,84.6
02313821007,INFOCAMERE - SOCIETA' CONSORTILE DI INFORMATICA DELLE CAMERE DI  COMMERCIO ITALIANE PER AZIONI,società trasparente,controllo_pubblico,False,unknown url type: '/societ%C3%A0%20trasparente',,,,,,,,,,,,,,0,0
01636690032,GRUPPO AZIONE LOCALE LAGHI E MONTI DEL VERBANO CUSIO OSSOLA S.R.L. CONSORTILE,https://www.gallaghiemonti.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,10,76.9
04408300285,IC OUTSOURCING SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA    IN BREVE 'IC OUTSOURCING S.C.R.L.',https://icoutsourcing.portaletrasparenza.net/it,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
02650100841,FORNDAZIONE TEATRO LUIGI PIRANDELLO - VALLE DEI TEMPLI,https://www.fondazioneteatropirandello.it/amministrazione-trasparente,controllo_pubblico,True,,NO,SI,NO,SI,NO,SI,SI,SI,SI,NO,NO,NO,NO,6,46.2
97911240154,I-CREA ACADEMY. FONDAZIONE ITS PER LE IMPRESE CULTURALI E IL TERRITORIO,https://fondazioneicrea.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,NO,NO,NO,SI,SI,SI,SI,SI,NO,SI,SI,9,69.2
01468500218,INFORMATICA ALTO ADIGE S.P.A. % SUEDTIROLER INFORMATIK AG,https://www.siag.it/amministrazione-trasparente,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
06837080727,INNOVAPUGLIA - S.P.A.,https://www.innova.puglia.it/amministrazione-trasparente;jsessionid=74d23d582cbf1faf03f542ab78d9dd41,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
00100070614,I.T.L. S.P.A.,https://www.itlspa.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
01699450852,GHELAS MULTISERVIZI S.P.A.,https://www.ghelasmultiservizi.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
06553251007,INPS SERVIZI SOCIETA' PER AZIONI,https://inpsservizi.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
03792380283,INFRASTRUTTURE VENETE S.R.L.,https://www.infrastrutturevenete.it/trasparenza_procedure_in_formato_tabellare/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
00118410323,INSIEL-INFORMATICA PER IL SISTEMA DEGLI ENTI LOCALI S.P.A. O IN  BREVE 'INSIEL S.P.A.',https://www.insiel.it/amministrazione-trasparente,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,1,7.7
04544550827,ISTITUTO MEDITERRANEO PER I TRAPIANTI E TERAPIE AD ALTA          SPECIALIZZAZIONE S.R.L. - I.S.M.E.T.T. S.R.L.,https://www.ismett.edu/societa-trasparente/,controllo_pubblico,True,,SI,SI,NO,NO,NO,SI,SI,SI,SI,SI,SI,NO,SI,9,69.2
02199590346,INFOMOBILITY S.P.A.,https://www.infomobility.pr.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,12,92.3
01070220312,IRISACQUA S.R.L.,https://www.irisacqua.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
05401940878,GRUPPO DI AZIONE LOCALE TERRE DI ACI SOCIETA' CONSORTILE A       RESPONSABILITA' LIMITATA,https://www.galterrediaci.com/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
97413850583,ISTITUTO PER LA FINANZA E L'ECONOMIA LOCALE,http://fondazioneifel.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
01123290312,ISONTINA AMBIENTE S.R.L.,https://www.isontinambiente.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
01266130994,JOB CENTRE SOCIETA' A RESPONSABILITA' LIMITATA,https://www.job-centre-srl.it/wp-content/plugins/amministrazione-trasparente/includes/css/gutenberg-page-widget.css?ver=1757082526,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
91019320521,ISTITUTO TECNOLOGICO SUPERIORE ENERGIA AMBIENTE E SOSTENIBILITA',https://www.its-energiaeambiente.it/amministrazione-trasparente,controllo_pubblico,True,,NO,SI,SI,NO,NO,SI,SI,SI,NO,NO,NO,NO,SI,6,46.2
01884950708,GRIM GESTIONE RISORSE IDRICHE MOLISANE SOCIETA' CONSORTILE A     RESPONSABILITA' LIMITATA,https://www.grimolise.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
05554271006,INVESTIMENTI S.P.A.,https://www.investimentispa.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
04026120875,JONIAMBIENTE S.P.A. IN LIQUIDAZIONE,amministrazione trasparente,controllo_pubblico,False,unknown url type: '/amministrazione%20trasparente',,,,,,,,,,,,,,0,0
93028760143,ISTITUTO TECNOLOGICO SUPERIORE PER L'INNOVAZIONE DEL SISTEMA AGROALIMENTARE IN BREVE ITS ACADEMY AGROALIMENTARE,https://www.fondazioneagroalimentareits.it/index.php/amministrazione-trasparente/,controllo_pubblico,True,,NO,SI,NO,NO,NO,SI,NO,NO,SI,NO,NO,NO,NO,3,23.1
01534840671,JULIA RETE S.R.L.,https://www.pa33.it/trasparenza/juliarete,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
00123080228,ISTITUTO TRENTINO PER L'EDILIZIA ABITATIVA - SOCIETA' PER AZIONI IN SIGLA 'ITEA S.P.A.',https://www.itea.tn.it/chi-siamo/societa-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
02626510644,IRPINIAMBIENTE S.P.A.,https://www.irpiniambiente.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
00170540736,KYMA AMBIENTE S.P.A.,https://www.amiutaranto.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
94628870159,"ISTITUTO TECNOLOGICO SUPERIORE PER ENERGIA, AMBIENTE ED EDILIZIA SOSTENIBILE",https://www.its-green.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,NO,NO,NO,SI,SI,SI,SI,SI,NO,SI,SI,9,69.2
00146330733,KYMA MOBILITA' S.P.A.,https://www.kymamobilita.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01150930053,"GRUPPO DI AZIONE LOCALE BASSO MONFERRATO ASTIGIANO, TERRA DI TARTUFI SOCIETA' COOPERATIVA                                                        SIGLABILE G.A.L. BASSO MONFERRATO ASTIGIANO O GAL BMA",https://www.monferratoastigiano.it/amministrazione-trasparente/,controllo_pubblico,True,,NO,SI,NO,NO,NO,SI,NO,SI,SI,NO,SI,NO,SI,6,46.2
02685750164,L'ORA S.R.L.,https://www.loveremarina.com/amministrazione-trasparente,controllo_pubblico,True,,NO,NO,NO,SI,SI,SI,NO,SI,NO,NO,NO,NO,SI,5,38.5
03033500277,JTACA S.R.L.,https://www.jtaca.com/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
02754680904,LA MADDALENA AMBIENTE SOCIETA' A RESPONSABILITA' LIMITATA,https://www.lamaddalenaambiente.it/trasparenza/delibere,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
07868770012,LE SERRE SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO,amministrazione trasparente,controllo_pubblico,False,unknown url type: '/amministrazione%20trasparente',,,,,,,,,,,,,,0,0
02978760789,"GRUPPO DI AZIONE LOCALE S.T.S. SAVUTO,TIRRENO,SERRE COSENTINE    SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA",http://www.galsts.it/amministrazione-trasparente,controllo_pubblico,True,,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,2,15.4
13662331001,LAZIOCREA S.P.A.,https://laziocrea.portaletrasparenza.net/it/trasparenza/bandi-di-gara-e-contratti.html,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
01494020462,GESTIONE ESERCIZIO ACQUEDOTTI LUCCHESI S.P.A.,https://www.geal-lucca.it/geal-trasparente/,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
97685780153,ISTITUTO TECNOLOGICO SUPERIORE - ITS ACADEMY INNOVAPROFESSIONI PER IL TURISMO E LE ATTIVITA' CULTURALI,https://innovaprofessioni.it/amministrazione-trasparente/,controllo_pubblico,True,,NO,SI,NO,NO,NO,SI,NO,SI,SI,SI,NO,SI,SI,7,53.8
05032850876,KALAT AMBIENTE S.R.R. SOCIETA' CONSORTILE PER AZIONI             SOCIETA' PER LA REGOLAMENTAZIONE DEL SERVIZIO DI GESTIONE RIFIUTI NELL'ATO      CATANIA PROVINCIA SUD,https://www.kalatambientesrr.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
05950941004,LAZIO INNOVA - SOCIETA' PER AZIONI,https://www.lazioinnova.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
02430500245,LEGNAGO SERVIZI S.P.A. IN SIGLA LE.SE. S.P.A.,https://www.lesespa.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,11,84.6
03101050106,LIGURCAPITAL S.P.A. - SOCIETA' PER LA CAPITALIZZAZIONE DELLA     PICCOLA E MEDIA IMPRESA,https://www.ligurcapital.it/societa-trasparente.html,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
02866690049,INFERNOTTO ACQUA S.R.L.,https://www.infernottoacqua.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
02110100126,LAVENO MOMBELLO S.R.L.,https://www.lavenomombellosrl.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
02994540108,LIGURIA DIGITALE S.P.A.,https://trasparenza.liguriadigitale.it/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
04268260272,LIVENZA TAGLIAMENTO ACQUE S.P.A.,https://www.lta.it/home/amministrazione-trasparente,controllo_pubblico,True,,NO,NO,NO,SI,SI,SI,NO,SI,SI,NO,SI,NO,SI,7,53.8
05117830876,KALAT IMPIANTI S.R.L. UNIPERSONALE,https://www.kalatimpianti.it/amministrazione-trasparente,controllo_pubblico,True,,NO,NO,NO,SI,NO,NO,NO,NO,SI,NO,NO,NO,SI,3,23.1
11744720159,MELEGNANO ENERGIA AMBIENTE S.P.A - IN BREVE   MEA S.P.A.,società trasparente,controllo_pubblico,False,unknown url type: '/societ%C3%A0%20trasparente',,,,,,,,,,,,,,0,0
01969730462,LUCCA RISCOSSIONI E SERVIZI S.R.L.,https://www.lrservizisrl.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
03119540130,LARIO RETI HOLDING S.P.A.,https://www.larioreti.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
01958900035,MEDIO NOVARESE AMBIENTE S.P.A.,https://ammtrasp.medionovareseambiente.com/amministrazione-trasparente/bandi-di-concorso/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,NO,11,84.6
03459080838,MESSINASERVIZI BENE COMUNE S.P.A.,società trasparente,controllo_pubblico,False,unknown url type: '/societ%C3%A0%20trasparente',,,,,,,,,,,,,,0,0
00675230247,MEDIO CHIAMPO SPA,https://mediochiampo.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
02328640301,LIGNANO SABBIADORO GESTIONI S.P.A.,https://www.lignanosabbiadoro.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
12407720015,METRO HOLDING TORINO S.R.L.,https://metroholding.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
02770891204,LEPIDA S.C.P.A.,https://trasparenza.lepida.net/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
02403960467,LUNIGIANA AMBIENTE S.R.L.,https://lunigianaambiente.portaletrasparenza.net/it/trasparenza/bandi-di-gara-e-contratti.html,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
03967900485,MERCAFIR S.C.P.A.,https://mercafir.portaletrasparenza.net/it/trasparenza/informazioni-ambientali/report-di-sostenibilita.html,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
01934370469,LUCCA PLUS SOCIETA' A RESPONSABILITA' LIMITATA ABBREVIABILE IN   LUCCA PLUS S.R.L.,https://www.luccaplus.it/trasparenza_post/bando-di-concorso-per-titoli-ed-esami-per-la-formazione-di-una-graduatoria-per-lassunzione-di-n-1-unita-di-personale-a-tempo-pieno-e-indeterminato-per-front-office-e-back-office-turistico-rilascio/,controllo_pubblico,True,,NO,SI,NO,SI,SI,SI,NO,NO,SI,NO,SI,NO,SI,7,53.8
03734100658,METELLIA SERVIZI S.R.L. SOCIETA' UNIPERSONALE IN SIGLA ME.SE.    S.R.L.,https://www.metelliaservizi.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
09345600010,MILLERIVOLI SRL,https://www.millerivoli.it/wp-content/plugins/amministrazione-trasparente/includes/css/gutenberg-page-widget.css?ver=1760423202,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
02778560041,MONDO ACQUA SPA,https://www.mondoacqua.com/area-istituzionale/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
02620080420,MARCHE TEATRO - SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA,https://trasparenza.marcheteatro.it/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01243730411,MONTEFELTRO SERVIZI S.R.L.,https://www.montefeltroservizi.it/amministrazione-trasparente.html,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01318780309,LIVENZA SERVIZI MOBILITA' S.R.L.,https://www.lsmsacile.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
06550970013,IVREA PARCHEGGI S.R.L.,https://www.ivreaparcheggi.it/amministrazione-trasparente.html,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
01770650909,MULTISS S.P.A.,https://multissspa.portaletrasparenza.net,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
00627050073,MONTEROSA S.P.A,https://www.monterosaspa.com/societa_trasparente.aspx,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
07577090637,NAPOLI  SERVIZI SPA,https://napoliservizi.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
04498000266,MOBILITA' DI MARCA S.P.A.,https://www.mobilitadimarca.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
03423780752,LUPIAE SERVIZI S.P.A.,https://www.lupiaeservizi.it/amministrazione/accesso-rapido/trasparenza-amministrativa,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
01887790341,MONTAGNA 2000 S.P.A.,https://www.montagna2000.com/societa-trasparente/,controllo_pubblico,True,,NO,SI,NO,NO,SI,SI,NO,NO,SI,NO,NO,NO,SI,5,38.5
02015070903,MULTISERVICE S.R.L. UNIPERSONALE,https://www.multiservicesrlloiripsp.it/amministrazione-trasparente,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
05225770725,MURGIA SVILUPPO SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA,https://murgiasviluppo@pec.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
03842010120,NEUTALIA S.R.L,https://www.neutalia.it/societa_trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
94015790309,NET - S.P.A.,https://netaziendapulita.it/la-net/amministrazione-trasparente/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
03000970164,NAVIGAZIONE LAGO D'ISEO S.R.L.,https://navigazionelagoiseo.apps.ckube.it/pages/amministrazione_trasparente_v3_0/?a=227,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
04157000755,NUOVA SALENTO ENERGIA S.R.L.,https://www.nuovasalentoenergia.it/amm-trasparente.asp,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
00637570458,NAUSICAA S.P.A.,https://nausicaacarrara.portaletrasparenza.net/it,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
00284210630,MOSTRA D'OLTREMARE S.P.A.,https://www.mostradoltremare.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01153570914,NUGORO S.P.A.,https://nugorospa.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
02689470967,MONZA MOBILITA' S.R.L.,https://www.monzamobilita.it/amministrazione-trasparente,controllo_pubblico,True,,NO,SI,NO,NO,NO,SI,SI,NO,SI,NO,NO,NO,SI,5,38.5
02071990424,OSIMO SERVIZI S.P.A,http://ww2.gazzettaamministrativa.it/opencms/opencms/_gazzetta_amministrativa/amministrazione_trasparente/_marche/_societa___parko_spa_di_osimo,controllo_pubblico,False,[SSL: DH_KEY_TOO_SMALL] dh key too small (_ssl.c:1010),,,,,,,,,,,,,,0,0
00111860193,PADANIA ACQUE S.P.A.,https://padania-acque.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
05822580964,PARCAM SRL,https://parcam.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
01091280493,PARCHI VAL DI CORNIA SPA,https://www.parchivaldicornia.it/societa-trasparente/disposizioni-generali/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,12,92.3
01551730094,PARCO TECNOLOGICO VAL BORMIDA S.R.L. IN LIQUIDAZIONE,https://www.parcotecnologicovalbormida.filse.it/disposizioni-generali/piano-triennale-per-la-prevenzione-della-corruzione-e-della-trasparenza.html,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
02327710543,MINIMETRO' S.P.A.,https://www.minimetrospa.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
02346630342,PARMA INFRASTRUTTURE S.P.A.,https://www.parmainfrastrutture.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
02595720216,NOI S.P.A. % NOI A.G.,https://www.noi.bz.it/amministrazione-trasparente,controllo_pubblico,True,,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,3,23.1
02373540240,PASUBIO TECNOLOGIA S.R.L.,https://pasubiotecnologia.it/societa-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
